geosumlev,geoid,stco,place,mdy,totpop,hhpop,gqpop,tothu,husfd,husfa,humf24,humf5p,humh,occhu,vacrate,pph
157,15700US0602509878,Imperial ,Calipatria,1/1/2017,"7,519","3,660","3,859","1,122",860,16,44,141,61,977,12.9%,3.75
157,15700US0602509878,Imperial ,Calipatria,1/1/2018,"7,406","3,662","3,744","1,122",860,16,44,141,61,971,13.5%,3.77
157,15700US0602509878,Imperial ,Calipatria,1/1/2019,"7,138","3,666","3,472","1,122",860,16,44,141,61,971,13.5%,3.78
157,15700US0602509878,Imperial ,Calipatria,1/1/2020,"6,835","3,646","3,189","1,122",860,16,44,141,61,970,13.5%,3.76
157,15700US0602509878,Imperial ,Calipatria,1/1/2021,"6,509","3,583","2,926","1,122",860,16,44,141,61,970,13.5%,3.69
157,15700US0602521782,Imperial,El Centro,4/1/2010,"42,598","41,782",816,"14,476","8,086",427,"1,577","2,855","1,531","13,108",9.5%,3.19
157,15700US0602521782,Imperial ,El Centro,1/1/2011,"43,106","42,290",816,"14,476","8,086",427,"1,577","2,855","1,531","13,103",9.5%,3.23
157,15700US0602521782,Imperial ,El Centro,1/1/2012,"43,796","42,980",816,"14,478","8,088",427,"1,577","2,855","1,531","13,083",9.6%,3.29
157,15700US0602521782,Imperial ,El Centro,1/1/2013,"44,198","43,382",816,"14,547","8,085",427,"1,577","2,927","1,531","13,057",10.2%,3.32
157,15700US0602521782,Imperial ,El Centro,1/1/2014,"44,415","43,599",816,"14,551","8,089",427,"1,577","2,927","1,531","13,040",10.4%,3.34
157,15700US0602521782,Imperial ,El Centro,1/1/2015,"44,842","44,026",816,"14,590","8,128",427,"1,577","2,927","1,531","13,069",10.4%,3.37
157,15700US0602521782,Imperial ,El Centro,1/1/2016,"45,036","44,220",816,"14,603","8,141",427,"1,577","2,927","1,531","13,082",10.4%,3.38
157,15700US0602521782,Imperial ,El Centro,1/1/2017,"45,228","44,412",816,"14,622","8,160",427,"1,577","2,927","1,531","13,081",10.5%,3.40
157,15700US0602521782,Imperial ,El Centro,1/1/2018,"45,667","44,851",816,"14,715","8,173",427,"1,577","3,007","1,531","13,123",10.8%,3.42
157,15700US0602521782,Imperial ,El Centro,1/1/2019,"45,667","44,851",816,"14,725","8,176",427,"1,584","3,007","1,531","13,109",11.0%,3.42
157,15700US0602521782,Imperial ,El Centro,1/1/2020,"45,509","44,693",816,"14,746","8,184",428,"1,584","3,019","1,531","13,118",11.0%,3.41
157,15700US0602521782,Imperial ,El Centro,1/1/2021,"44,997","44,181",816,"14,832","8,186",428,"1,584","3,103","1,531","13,195",11.0%,3.35
157,15700US0602534246,Imperial,Holtville,4/1/2010,"5,939","5,939",0,"1,937","1,278",73,177,203,206,"1,799",7.1%,3.30
157,15700US0602534246,Imperial ,Holtville,1/1/2011,"6,006","6,006",0,"1,937","1,278",73,177,203,206,"1,797",7.2%,3.34
157,15700US0602534246,Imperial ,Holtville,1/1/2012,"6,080","6,080",0,"1,936","1,277",73,177,203,206,"1,787",7.7%,3.40
157,15700US0602534246,Imperial ,Holtville,1/1/2013,"6,151","6,151",0,"1,936","1,277",73,177,203,206,"1,787",7.7%,3.44
157,15700US0602534246,Imperial ,Holtville,1/1/2014,"6,167","6,167",0,"1,938","1,279",73,177,203,206,"1,780",8.2%,3.47
157,15700US0602534246,Imperial ,Holtville,1/1/2015,"6,215","6,215",0,"1,941","1,282",73,177,203,206,"1,780",8.3%,3.49
157,15700US0602534246,Imperial ,Holtville,1/1/2016,"6,262","6,262",0,"1,949","1,290",73,177,203,206,"1,788",8.3%,3.50
157,15700US0602534246,Imperial ,Holtville,1/1/2017,"6,309","6,309",0,"1,963","1,304",73,177,203,206,"1,793",8.7%,3.52
157,15700US0602534246,Imperial ,Holtville,1/1/2018,"6,358","6,358",0,"1,965","1,306",73,177,203,206,"1,795",8.7%,3.54
157,15700US0602534246,Imperial ,Holtville,1/1/2019,"6,367","6,367",0,"1,976","1,308",82,177,203,206,"1,796",9.1%,3.55
157,15700US0602534246,Imperial ,Holtville,1/1/2020,"6,345","6,345",0,"1,982","1,310",86,177,203,206,"1,797",9.3%,3.53
157,15700US0602534246,Imperial ,Holtville,1/1/2021,"6,236","6,236",0,"1,982","1,310",86,177,203,206,"1,797",9.3%,3.47
157,15700US0602536280,Imperial,Imperial,4/1/2010,"14,758","14,727",31,"4,751","3,427",389,401,464,70,"4,405",7.3%,3.34
157,15700US0602536280,Imperial ,Imperial,1/1/2011,"15,072","15,041",31,"4,795","3,471",389,401,464,70,"4,443",7.3%,3.39
157,15700US0602536280,Imperial ,Imperial,1/1/2012,"15,482","15,451",31,"4,851","3,527",389,401,464,70,"4,484",7.6%,3.45
157,15700US0602536280,Imperial ,Imperial,1/1/2013,"16,035","16,004",31,"5,017","3,693",389,401,464,70,"4,592",8.5%,3.49
157,15700US0602536280,Imperial ,Imperial,1/1/2014,"16,670","16,639",31,"5,195","3,871",389,401,464,70,"4,744",8.7%,3.51
157,15700US0602536280,Imperial ,Imperial,1/1/2015,"17,309","17,278",31,"5,358","4,034",389,401,464,70,"4,889",8.8%,3.53
157,15700US0602536280,Imperial ,Imperial,1/1/2016,"17,826","17,795",31,"5,532","4,152",389,401,520,70,"5,018",9.3%,3.55
157,15700US0602536280,Imperial ,Imperial,1/1/2017,"18,221","18,190",31,"5,641","4,261",389,401,520,70,"5,107",9.5%,3.56
157,15700US0602536280,Imperial ,Imperial,1/1/2018,"18,985","18,954",31,"5,866","4,367",389,401,639,70,"5,286",9.9%,3.59
157,15700US0602536280,Imperial ,Imperial,1/1/2019,"19,353","19,322",31,"5,989","4,490",389,401,639,70,"5,383",10.1%,3.59
157,15700US0602536280,Imperial ,Imperial,1/1/2020,"19,915","19,884",31,"6,196","4,697",389,401,639,70,"5,563",10.2%,3.57
157,15700US0602536280,Imperial ,Imperial,1/1/2021,"20,289","20,258",31,"6,423","4,924",389,401,639,70,"5,767",10.2%,3.51
157,15700US0602584606,Imperial,Westmorland,4/1/2010,"2,225","2,225",0,678,465,10,100,83,20,631,6.9%,3.53
157,15700US0602584606,Imperial ,Westmorland,1/1/2011,"2,251","2,251",0,678,465,10,100,83,20,630,7.1%,3.57
157,15700US0602584606,Imperial ,Westmorland,1/1/2012,"2,285","2,285",0,679,466,10,100,83,20,628,7.5%,3.64
157,15700US0602584606,Imperial ,Westmorland,1/1/2013,"2,311","2,311",0,679,466,10,100,83,20,628,7.5%,3.68
157,15700US0602584606,Imperial ,Westmorland,1/1/2014,"2,310","2,310",0,677,464,10,100,83,20,624,7.8%,3.70
157,15700US0602584606,Imperial ,Westmorland,1/1/2015,"2,324","2,324",0,677,464,10,100,83,20,623,8.0%,3.73
157,15700US0602584606,Imperial ,Westmorland,1/1/2016,"2,332","2,332",0,677,464,10,100,83,20,623,8.0%,3.74
157,15700US0602584606,Imperial ,Westmorland,1/1/2017,"2,334","2,334",0,677,464,10,100,83,20,621,8.3%,3.76
157,15700US0602584606,Imperial ,Westmorland,1/1/2018,"2,350","2,350",0,677,464,10,100,83,20,621,8.3%,3.78
157,15700US0602584606,Imperial ,Westmorland,1/1/2019,"2,352","2,352",0,677,464,10,100,83,20,621,8.3%,3.79
157,15700US0602584606,Imperial ,Westmorland,1/1/2020,"2,338","2,338",0,677,464,10,100,83,20,620,8.4%,3.77
157,15700US0602584606,Imperial ,Westmorland,1/1/2021,"2,305","2,305",0,679,466,10,100,83,20,622,8.4%,3.71
157,15700US0602599990,Imperial,Balance of Imperial County,4/1/2010,"37,778","32,379","5,399","14,222","7,801",290,590,382,"5,159","10,436",26.6%,3.10
157,15700US0602599990,Imperial ,Balance of Imperial County,1/1/2011,"37,676","32,815","4,861","14,226","7,785",290,584,382,"5,185","10,445",26.6%,3.14
157,15700US0602599990,Imperial ,Balance of Imperial County,1/1/2012,"37,878","33,419","4,459","14,198","7,767",290,584,372,"5,185","10,450",26.4%,3.20
157,15700US0602599990,Imperial ,Balance of Imperial County,1/1/2013,"38,236","34,143","4,093","14,185","7,758",290,584,372,"5,181","10,547",25.6%,3.24
157,15700US0602599990,Imperial ,Balance of Imperial County,1/1/2014,"38,177","34,446","3,731","14,181","7,749",290,584,372,"5,186","10,581",25.4%,3.26
157,15700US0602599990,Imperial ,Balance of Imperial County,1/1/2015,"38,724","34,773","3,951","14,171","7,737",290,584,372,"5,188","10,574",25.4%,3.29
157,15700US0602599990,Imperial ,Balance of Imperial County,1/1/2016,"38,536","34,751","3,785","14,152","7,720",290,584,372,"5,186","10,560",25.4%,3.29
157,15700US0602599990,Imperial ,Balance of Imperial County,1/1/2017,"39,237","34,906","4,331","14,153","7,715",290,586,372,"5,190","10,560",25.4%,3.31
157,15700US0602599990,Imperial ,Balance of Imperial County,1/1/2018,"39,198","35,137","4,061","14,151","7,711",290,586,372,"5,192","10,560",25.4%,3.33
157,15700US0602599990,Imperial ,Balance of Imperial County,1/1/2019,"39,278","35,258","4,020","14,157","7,713",290,586,372,"5,196","10,594",25.2%,3.33
157,15700US0602599990,Imperial ,Balance of Imperial County,1/1/2020,"39,172","35,083","4,089","14,152","7,707",290,586,372,"5,197","10,599",25.1%,3.31
157,15700US0602599990,Imperial ,Balance of Imperial County,1/1/2021,"37,887","34,454","3,433","14,140","7,692",290,588,372,"5,198","10,589",25.1%,3.25
50,05000US06025,Imperial,Imperial County Total,4/1/2010,"174,528","163,844","10,684","56,067","34,576","1,911","4,775","7,173","7,632","49,126",12.4%,3.34
50,05000US06025,Imperial ,Imperial County Total,1/1/2011,"176,095","166,027","10,068","56,124","34,611","1,911","4,771","7,173","7,658","49,165",12.4%,3.38
50,05000US06025,Imperial ,Imperial County Total,1/1/2012,"179,106","169,154","9,952","56,222","34,666","1,912","4,769","7,217","7,658","49,206",12.5%,3.44
50,05000US06025,Imperial ,Imperial County Total,1/1/2013,"180,099","171,421","8,678","56,524","34,847","1,909","4,773","7,341","7,654","49,309",12.8%,3.48
50,05000US06025,Imperial ,Imperial County Total,1/1/2014,"181,699","172,997","8,702","56,731","35,041","1,907","4,777","7,347","7,659","49,460",12.8%,3.50
50,05000US06025,Imperial ,Imperial County Total,1/1/2015,"183,856","175,037","8,819","56,957","35,255","1,907","4,782","7,353","7,660","49,644",12.8%,3.53
50,05000US06025,Imperial ,Imperial County Total,1/1/2016,"184,843","176,100","8,743","57,174","35,411","1,907","4,782","7,415","7,659","49,802",12.9%,3.54
50,05000US06025,Imperial ,Imperial County Total,1/1/2017,"186,664","177,353","9,311","57,401","35,580","1,907","4,789","7,462","7,663","49,940",13.0%,3.55
50,05000US06025,Imperial ,Imperial County Total,1/1/2018,"188,042","179,116","8,926","57,737","35,749","1,907","4,800","7,661","7,620","50,109",13.2%,3.57
50,05000US06025,Imperial ,Imperial County Total,1/1/2019,"188,552","179,939","8,613","58,002","35,926","1,940","4,819","7,693","7,624","50,298",13.3%,3.58
50,05000US06025,Imperial ,Imperial County Total,1/1/2020,"188,422","180,023","8,399","58,311","36,167","1,945","4,827","7,746","7,626","50,550",13.3%,3.56
50,05000US06025,Imperial ,Imperial County Total,1/1/2021,"186,034","178,554","7,480","58,811","36,418","1,943","4,844","7,978","7,628","51,004",13.3%,3.50
157,15700US0602706798,Inyo,Bishop,4/1/2010,"3,879","3,771",108,"1,926",766,83,367,340,370,"1,748",9.2%,2.16
157,15700US0602706798,Inyo ,Bishop,1/1/2011,"3,872","3,764",108,"1,926",766,83,367,340,370,"1,748",9.2%,2.15
157,15700US0602706798,Inyo ,Bishop,1/1/2012,"3,883","3,775",108,"1,926",766,83,367,340,370,"1,750",9.1%,2.16
157,15700US0602706798,Inyo ,Bishop,1/1/2013,"3,887","3,779",108,"1,925",765,83,367,340,370,"1,751",9.0%,2.16
157,15700US0602706798,Inyo ,Bishop,1/1/2014,"3,893","3,785",108,"1,926",766,83,367,340,370,"1,752",9.0%,2.16
157,15700US0602706798,Inyo ,Bishop,1/1/2015,"3,893","3,785",108,"1,927",767,83,367,340,370,"1,753",9.0%,2.16
157,15700US0602706798,Inyo ,Bishop,1/1/2016,"3,908","3,800",108,"1,927",767,83,367,340,370,"1,754",9.0%,2.17
157,15700US0602706798,Inyo ,Bishop,1/1/2017,"3,906","3,798",108,"1,933",767,83,373,340,370,"1,760",8.9%,2.16
157,15700US0602706798,Inyo ,Bishop,1/1/2018,"3,904","3,796",108,"1,933",767,83,373,340,370,"1,761",8.9%,2.16
157,15700US0602706798,Inyo ,Bishop,1/1/2019,"3,903","3,795",108,"1,933",767,83,373,340,370,"1,762",8.8%,2.15
157,15700US0602706798,Inyo ,Bishop,1/1/2020,"3,910","3,802",108,"1,938",767,84,377,340,370,"1,767",8.8%,2.15
157,15700US0602706798,Inyo ,Bishop,1/1/2021,"3,924","3,816",108,"1,949",768,84,382,345,370,"1,777",8.8%,2.15
157,15700US0602799990,Inyo,Balance of Inyo County,4/1/2010,"14,667","14,342",325,"7,552","4,850",128,229,139,"2,206","6,301",16.6%,2.28
157,15700US0602799990,Inyo ,Balance of Inyo County,1/1/2011,"14,678","14,331",347,"7,560","4,855",128,229,139,"2,209","6,308",16.6%,2.27
157,15700US0602799990,Inyo ,Balance of Inyo County,1/1/2012,"14,660","14,329",331,"7,557","4,857",133,229,139,"2,199","6,296",16.7%,2.28
157,15700US0602799990,Inyo ,Balance of Inyo County,1/1/2013,"14,670","14,344",326,"7,566","4,860",133,229,139,"2,205","6,301",16.7%,2.28
157,15700US0602799990,Inyo ,Balance of Inyo County,1/1/2014,"14,720","14,367",353,"7,573","4,864",133,229,139,"2,208","6,306",16.7%,2.28
157,15700US0602799990,Inyo ,Balance of Inyo County,1/1/2015,"14,671","14,360",311,"7,573","4,864",133,229,139,"2,208","6,306",16.7%,2.28
157,15700US0602799990,Inyo ,Balance of Inyo County,1/1/2016,"14,725","14,407",318,"7,575","4,866",133,229,139,"2,208","6,306",16.8%,2.29
157,15700US0602799990,Inyo ,Balance of Inyo County,1/1/2017,"14,689","14,363",326,"7,582","4,870",133,229,139,"2,211","6,311",16.8%,2.28
157,15700US0602799990,Inyo ,Balance of Inyo County,1/1/2018,"14,675","14,358",317,"7,589","4,876",133,229,139,"2,212","6,316",16.8%,2.27
157,15700US0602799990,Inyo ,Balance of Inyo County,1/1/2019,"14,666","14,370",296,"7,599","4,877",136,229,139,"2,218","6,324",16.8%,2.27
157,15700US0602799990,Inyo ,Balance of Inyo County,1/1/2020,"14,674","14,379",295,"7,610","4,879",137,229,139,"2,226","6,333",16.8%,2.27
157,15700US0602799990,Inyo ,Balance of Inyo County,1/1/2021,"14,639","14,385",254,"7,628","4,882",144,229,139,"2,234","6,348",16.8%,2.27
50,05000US06027,Inyo,Inyo County Total,4/1/2010,"18,546","18,113",433,"9,478","5,616",211,596,479,"2,576","8,049",15.1%,2.25
50,05000US06027,Inyo ,Inyo County Total,1/1/2011,"18,550","18,095",455,"9,486","5,621",211,596,479,"2,579","8,056",15.1%,2.25
50,05000US06027,Inyo ,Inyo County Total,1/1/2012,"18,543","18,104",439,"9,483","5,623",216,596,479,"2,569","8,046",15.2%,2.25
50,05000US06027,Inyo ,Inyo County Total,1/1/2013,"18,557","18,123",434,"9,491","5,625",216,596,479,"2,575","8,052",15.2%,2.25
50,05000US06027,Inyo ,Inyo County Total,1/1/2014,"18,613","18,152",461,"9,499","5,630",216,596,479,"2,578","8,058",15.2%,2.25
50,05000US06027,Inyo ,Inyo County Total,1/1/2015,"18,564","18,145",419,"9,500","5,631",216,596,479,"2,578","8,059",15.2%,2.25
50,05000US06027,Inyo ,Inyo County Total,1/1/2016,"18,633","18,207",426,"9,502","5,633",216,596,479,"2,578","8,060",15.2%,2.26
50,05000US06027,Inyo ,Inyo County Total,1/1/2017,"18,595","18,161",434,"9,515","5,637",216,602,479,"2,581","8,071",15.2%,2.25
50,05000US06027,Inyo ,Inyo County Total,1/1/2018,"18,579","18,154",425,"9,522","5,643",216,602,479,"2,582","8,077",15.2%,2.25
50,05000US06027,Inyo ,Inyo County Total,1/1/2019,"18,569","18,165",404,"9,532","5,644",219,602,479,"2,588","8,086",15.2%,2.25
50,05000US06027,Inyo ,Inyo County Total,1/1/2020,"18,584","18,181",403,"9,548","5,646",221,606,479,"2,596","8,100",15.2%,2.24
50,05000US06027,Inyo ,Inyo County Total,1/1/2021,"18,563","18,201",362,"9,577","5,650",228,611,484,"2,604","8,125",15.2%,2.24
157,15700US0602902924,Kern,Arvin,4/1/2010,"19,304","18,955",349,"4,476","3,262",119,422,530,143,"4,228",5.5%,4.48
157,15700US0602902924,Kern ,Arvin,1/1/2011,"19,535","19,186",349,"4,515","3,301",119,422,530,143,"4,265",5.5%,4.50
157,15700US0602902924,Kern ,Arvin,1/1/2012,"19,966","19,617",349,"4,569","3,307",119,422,578,143,"4,317",5.5%,4.54
157,15700US0602902924,Kern ,Arvin,1/1/2013,"20,038","19,689",349,"4,568","3,306",119,422,578,143,"4,321",5.4%,4.56
157,15700US0602902924,Kern ,Arvin,1/1/2014,"20,084","19,735",349,"4,581","3,317",121,422,578,143,"4,334",5.4%,4.55
157,15700US0602902924,Kern ,Arvin,1/1/2015,"20,134","19,785",349,"4,598","3,317",137,422,578,144,"4,350",5.4%,4.55
157,15700US0602902924,Kern ,Arvin,1/1/2016,"20,495","20,146",349,"4,690","3,409",137,421,578,145,"4,440",5.3%,4.54
157,15700US0602902924,Kern ,Arvin,1/1/2017,"20,630","20,281",349,"4,723","3,407",172,421,578,145,"4,472",5.3%,4.54
157,15700US0602902924,Kern ,Arvin,1/1/2018,"21,035","20,686",349,"4,804","3,488",172,421,578,145,"4,551",5.3%,4.55
157,15700US0602902924,Kern ,Arvin,1/1/2019,"21,565","21,216",349,"4,907","3,591",172,421,578,145,"4,650",5.2%,4.56
157,15700US0602902924,Kern ,Arvin,1/1/2020,"21,947","21,598",349,"4,968","3,652",172,421,578,145,"4,708",5.2%,4.59
157,15700US0602902924,Kern ,Arvin,1/1/2021,"22,014","21,665",349,"4,988","3,672",172,421,578,145,"4,727",5.2%,4.58
157,15700US0602903526,Kern,Bakersfield,4/1/2010,"347,483","344,088","3,395","120,725","85,476","3,357","14,340","15,015","2,537","111,132",7.9%,3.10
157,15700US0602903526,Kern ,Bakersfield,1/1/2011,"350,720","347,135","3,585","121,331","85,973","3,357","14,362","15,098","2,541","111,741",7.9%,3.11
157,15700US0602903526,Kern ,Bakersfield,1/1/2012,"356,650","353,038","3,612","122,145","86,510","3,357","14,376","15,360","2,542","112,507",7.9%,3.14
157,15700US0602903526,Kern ,Bakersfield,1/1/2013,"363,021","359,383","3,638","123,066","87,230","3,357","14,383","15,360","2,736","114,219",7.2%,3.15
157,15700US0602903526,Kern ,Bakersfield,1/1/2014,"367,070","363,435","3,635","124,533","88,396","3,362","14,415","15,616","2,744","115,592",7.2%,3.14
157,15700US0602903526,Kern ,Bakersfield,1/1/2015,"371,519","367,891","3,628","126,154","89,802","3,362","14,435","15,810","2,745","117,159",7.1%,3.14
157,15700US0602903526,Kern ,Bakersfield,1/1/2016,"375,633","371,948","3,685","127,281","90,383","3,363","14,525","16,257","2,753","118,737",6.7%,3.13
157,15700US0602903526,Kern ,Bakersfield,1/1/2017,"379,862","376,232","3,630","128,632","91,558","3,363","14,655","16,282","2,774","120,176",6.6%,3.13
157,15700US0602903526,Kern ,Bakersfield,1/1/2018,"384,704","381,105","3,599","129,559","92,476","3,363","14,657","16,289","2,774","121,463",6.2%,3.14
157,15700US0602903526,Kern ,Bakersfield,1/1/2019,"388,588","384,938","3,650","130,122","93,029","3,361","14,665","16,289","2,778","122,222",6.1%,3.15
157,15700US0602903526,Kern ,Bakersfield,1/1/2020,"394,328","390,674","3,654","131,363","94,257","3,361","14,677","16,289","2,779","123,382",6.1%,3.17
157,15700US0602903526,Kern ,Bakersfield,1/1/2021,"397,392","394,015","3,377","132,774","95,590","3,359","14,704","16,334","2,787","124,707",6.1%,3.16
157,15700US0602909780,Kern,California City,4/1/2010,"14,120","11,506","2,614","5,210","4,038",97,465,159,451,"4,102",21.3%,2.80
157,15700US0602909780,Kern ,California City,1/1/2011,"12,829","11,571","1,258","5,211","4,039",97,465,159,451,"4,111",21.1%,2.82
157,15700US0602909780,Kern ,California City,1/1/2012,"13,448","11,798","1,650","5,216","4,040",97,469,159,451,"4,150",20.4%,2.84
157,15700US0602909780,Kern ,California City,1/1/2013,"13,321","11,870","1,451","5,226","4,047",97,471,159,452,"4,164",20.3%,2.85
157,15700US0602909780,Kern ,California City,1/1/2014,"13,316","11,865","1,451","5,226","4,047",97,471,159,452,"4,165",20.3%,2.85
157,15700US0602909780,Kern ,California City,1/1/2015,"14,072","11,879","2,193","5,226","4,047",97,471,159,452,"4,175",20.1%,2.85
157,15700US0602909780,Kern ,California City,1/1/2016,"13,771","11,850","1,921","5,221","4,048",97,469,159,448,"4,175",20.0%,2.84
157,15700US0602909780,Kern ,California City,1/1/2017,"14,080","11,923","2,157","5,221","4,050",97,471,159,444,"4,203",19.5%,2.84
157,15700US0602909780,Kern ,California City,1/1/2018,"14,398","11,940","2,458","5,217","4,046",97,471,159,444,"4,200",19.5%,2.84
157,15700US0602909780,Kern ,California City,1/1/2019,"14,488","11,992","2,496","5,220","4,049",97,471,159,444,"4,202",19.5%,2.85
157,15700US0602909780,Kern ,California City,1/1/2020,"14,233","12,054","2,179","5,219","4,050",97,471,159,442,"4,201",19.5%,2.87
157,15700US0602909780,Kern ,California City,1/1/2021,"14,120","12,105","2,015","5,246","4,052",125,471,159,439,"4,223",19.5%,2.87
157,15700US0602918394,Kern,Delano,4/1/2010,"53,041","42,144","10,897","10,713","7,548",468,"1,245","1,003",449,"10,260",4.2%,4.11
157,15700US0602918394,Kern ,Delano,1/1/2011,"53,169","42,320","10,849","10,723","7,558",468,"1,245","1,003",449,"10,269",4.2%,4.12
157,15700US0602918394,Kern ,Delano,1/1/2012,"52,222","43,085","9,137","10,812","7,577",468,"1,245","1,073",449,"10,350",4.3%,4.16
157,15700US0602918394,Kern ,Delano,1/1/2013,"51,980","43,211","8,769","10,831","7,596",468,"1,245","1,073",449,"10,352",4.4%,4.17
157,15700US0602918394,Kern ,Delano,1/1/2014,"52,096","43,367","8,729","10,882","7,647",468,"1,245","1,073",449,"10,397",4.5%,4.17
157,15700US0602918394,Kern ,Delano,1/1/2015,"52,070","43,279","8,791","10,875","7,640",468,"1,245","1,073",449,"10,389",4.5%,4.17
157,15700US0602918394,Kern ,Delano,1/1/2016,"52,089","43,176","8,913","10,875","7,640",468,"1,245","1,073",449,"10,389",4.5%,4.16
157,15700US0602918394,Kern ,Delano,1/1/2017,"52,249","43,137","9,112","10,875","7,640",468,"1,245","1,073",449,"10,386",4.5%,4.15
157,15700US0602918394,Kern ,Delano,1/1/2018,"52,372","43,408","8,964","10,927","7,692",468,"1,245","1,073",449,"10,428",4.6%,4.16
157,15700US0602918394,Kern ,Delano,1/1/2019,"52,482","43,766","8,716","10,980","7,745",468,"1,245","1,073",449,"10,474",4.6%,4.18
157,15700US0602918394,Kern ,Delano,1/1/2020,"53,110","44,278","8,832","11,051","7,816",468,"1,245","1,073",449,"10,540",4.6%,4.20
157,15700US0602918394,Kern ,Delano,1/1/2021,"51,070","44,563","6,507","11,132","7,897",468,"1,245","1,073",449,"10,617",4.6%,4.20
157,15700US0602945736,Kern,Maricopa,4/1/2010,"1,154","1,154",0,466,187,3,20,0,256,414,11.2%,2.79
157,15700US0602945736,Kern ,Maricopa,1/1/2011,"1,157","1,157",0,466,187,3,20,0,256,414,11.2%,2.80
157,15700US0602945736,Kern ,Maricopa,1/1/2012,"1,165","1,165",0,466,187,3,20,0,256,413,11.4%,2.82
